id,count
SERVICIO DE SEGUROS PATRIMONIALES Y PERSONALES PARA EL PODER JUDICIAL PODER JUDICIAL LIMA,5
SERVICIO DE ATENCION AMBULATORIA DE PACIENTES CON ENFERMEDAD RENAL CRONICA ESTADIO EN 5 EN HEMODIALISIS- RPL SEGURO SOCIAL DE SALUD LIMA,5
VENTILADOR MECANICO ADULTO PEDIATRICO MINISTERIO DE SALUD LIMA,5
MASCARILLA DESCARTABLE TIPO N-95 CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,5
CONTRATACI¿N DEL SERVICIO DE PLAN DE TELEFON¿A Y DATOS PARA DOCENTES Y PERSONAL VINCULADO DIRECTAMENTE AL SERVICIO EDUCATIVO P¿BLICO PROGRAMA EDUCACION BASICA PARA TODOS UE 026 LIMA,4
GUANTE PARA EXAMEN DESCARTABLE TALLA  M CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,4
SERVICIO DE ALIMENTACION PARA INTERNOS Y PERSONAL DE SEGURIDAD DE LOS ESTABLECIMIENTOS PENITENCIARIOS DE HUACHO Y HUARAL INPE-DIRECCION REGIONAL LIMA LIMA,4
MANDIL DESCARTABLE NO ESTERIL TALLA M CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,4
SERVICIO INTEGRAL DE LAS ACTIVIDADES OPERATIVAS DE LA GESTI¿N COMERCIAL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA LIBERTAD LA LIBERTAD,4
CONTRATACI¿N DEL SERVICIO DE ATENCI¿N AL CIUDADANO EN EL CANAL TELEF¿NICO Y VIRTUAL ORGANISMO SUPERVISOR DE LA INVERSION EN ENERGIA Y MINERIA LIMA,4
SERVICIO DE ATENCI¿N AMBULATORIA INTEGRAL DEL PACIENTE CON ENFERMEDAD RENAL CR¿NICA ESTADIO 5 EN HEMODI¿LISIS GRUPO DE PACIENTES 2 SEGURO SOCIAL DE SALUD LIMA,4
SULFATO FERROSO 15 mg de Fe/5 mL JBE 180 mL CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,4
JERINGA DESCARTABLE 1 mL CON AGUJA 25 G X 1 in RETR¿CTIL CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,4
OSIMERTINIB 80 MG TABLETA CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,3
ADQUSICION DE VENTILADORES MECANICOS ADULTO PEDIATRICO (30 UNIDADES) MINISTERIO DE SALUD LIMA,3
SERVICIO DE ATENCION AMBULATORIA DE HEMODIALISIS TRUJILLO SEGURO SOCIAL DE SALUD LIMA,3
SUMINISTRO DE CARB¿N ACTIVADO EN POLVO SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL LIMA,3
RED ASISTENCIAL LAMBAYEQUE SEGURO SOCIAL DE SALUD LIMA,3
RED PRESTACIONAL REBAGLIATI SEGURO SOCIAL DE SALUD LIMA,3
SERVICIO DE MANTENIMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA GERENCIA DE SERVICIOS NORTE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL LIMA,3
"SERVICIO DE IMPRESI¿N, ACABADOS Y CONTROL DE CALIDAD DEL DNI CONVENCIONAL REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL LIMA",3
SERVICIO DE DESARROLLO DE SISTEMAS SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT LIMA,3
SERVICIO DE LIMPIEZA Y MANTENIMIENTO LIMA REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL LIMA,3
SERVICIO DE ALIMENTOS PARA LOS TRABAJADORES DEL INS INSTITUTO NACIONAL DE SALUD LIMA,3
GUANTE QUIRURGICO ESTERIL DESCARTABLE N¿ 7 1/2 CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,3
RED ASISTENCIAL AREQUIPA SEGURO SOCIAL DE SALUD LIMA,3
"SERVICIO DE PLANES DE TELEFON¿A Y DATOS (RECARGA DE SERVICIOS DE LLAMADAS, INTERNET Y SMS) PARA EL PERSONAL VINCULADO DIRECTAMENTE AL SERVICIO EDUCATIVO P¿BLICO PROGRAMA EDUCACION BASICA PARA TODOS UE 026 LIMA",3
SERVICIO DE IPRESS DE PRIMER NIVEL DE ATENCION SEGURO SOCIAL DE SALUD LIMA,3
SERVICIO DE ALIMENTACION PARA INTERNOS Y PERSONAL DE SEGURIDAD DE LOS ESTABLECIMIENTOS PENITENCIARIOS DE HUARAZ - CHIMBOTE INPE-DIRECCION REGIONAL LIMA LIMA,3
SEVOFLURANO SOL PARA INHALACION 250 mL CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,3
NAPROXENO 500 mg TAB CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,3
IRBESARTAN 150 mg TAB SEGURO SOCIAL DE SALUD LIMA,3
ADQUISICION DE CAMION HIDROJET SOBRE CHASIS 6x4 ORGANISMO TECNICO DE LA ADMINISTRACION DE SERVICIOS DE SANEAMIENTO LIMA,3
MAYORES SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL LIMA,3
SERVICIO DE PRUEBAS DE CALIDAD DE SOFTWARE SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT LIMA,3
GUANTE QUIRURGICO ESTERIL DESCARTABLE N¿ 7 CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,3
ENOXAPARINA SODICA 40mg/0.4 mL INY 0.4 mL CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,3
SERVICIO DE SEGURIDAD Y VIGILANCIA A NIVEL NACIONAL ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI LIMA,3
SERVICIO DE ALIMENTACI¿N PARA DEPORTISTAS DEL CENTRO DE ALTO RENDIMIENTO DE LA VIDENA INSTITUTO PERUANO DEL DEPORTE LIMA,2
ADQUISICION DE ESTRUCTURAS DE PUENTES METALICOS MODULARES MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL) LIMA,2
Tableta Sec-M UNIDAD EJECUTORA 120 PROGRAMA NACIONAL DE DOTACION DE MATERIALES EDUCATIVOS LIMA,2
ITEM 5 UNIDAD EJECUTORA 120 PROGRAMA NACIONAL DE DOTACION DE MATERIALES EDUCATIVOS LIMA,2
ACIDO VALPROICO 500 mg TAB LIB RET CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD LIMA,2
ALIMENTOS PARA SOPORTE NUTRICIONAL (VIVERES EN VALES DE CONSUMO) INSTITUTO NACIONAL DE SALUD DEL NIÑO LIMA,2
CONSTRUCCION DE CALLES CON PAVIMENTO MUNICIPALIDAD DISTRITAL DE MANITEA CUSCO,2
